지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2024-12-13 09:37,1,0,265.1,1.6,1011.1,1021.9,42.7,.47,1140
108,2024-12-13 09:38,1.1,0,262.7,1.1,1011.1,1021.9,42.2,.47,1260
108,2024-12-13 09:39,1.1,0,261.6,1.2,1011.1,1021.9,42,.48,1260
108,2024-12-13 09:40,1.1,0,295.4,2.4,1011.1,1021.9,41.2,.5,1260
108,2024-12-13 09:41,1.1,0,302.2,2.2,1011.1,1021.9,40.8,.51,1320
108,2024-12-13 09:42,1.2,0,287.3,2.1,1011.1,1021.9,40.7,.52,1380
108,2024-12-13 09:43,1.2,0,279.2,2.6,1011.1,1021.9,41.1,.54,1440
108,2024-12-13 09:44,1.2,0,296.5,2.3,1011.1,1021.9,41.1,.55,1440
108,2024-12-13 09:45,1.2,0,320.1,2.6,1011.1,1021.9,40.6,.56,1440
108,2024-12-13 09:46,1.2,0,315.2,1.6,1011.1,1021.9,39.8,.57,1500
108,2024-12-13 09:47,1.2,0,317.2,.8,1011.1,1021.9,40.1,.59,1560
108,2024-12-13 09:48,1.2,0,337.1,1.1,1011.1,1021.9,40,.6,1620
108,2024-12-13 09:49,1.3,0,293.5,1.4,1011.2,1022,39.9,.62,1680
108,2024-12-13 09:50,1.3,0,285.1,2.4,1011.2,1022,40.1,.63,1740
108,2024-12-13 09:51,1.3,0,308.2,1.8,1011.2,1022,40.6,.65,1800
108,2024-12-13 09:52,1.3,0,273.7,1.7,1011.2,1022,40.4,.66,1860
108,2024-12-13 09:53,1.3,0,246.3,1.3,1011.2,1022,41.3,.68,1920
108,2024-12-13 09:54,1.4,0,244.9,1.3,1011.2,1022,42.2,.69,1980
108,2024-12-13 09:55,1.4,0,300.3,1.3,1011.2,1022,42.3,.69,1980
108,2024-12-13 09:56,1.4,0,282,1.5,1011.2,1022,42.6,.69,1980
108,2024-12-13 09:57,1.5,0,251.2,1.8,1011.2,1022,42.2,.7,1980
108,2024-12-13 09:58,1.5,0,249.9,2,1011.2,1022,42,.71,1980
108,2024-12-13 09:59,1.5,0,255.6,1.6,1011.2,1022,42,.72,1980
108,2024-12-13 10:00,1.5,0,261.5,1.8,1011.2,1022,41.8,.74,1980
108,2024-12-13 10:01,1.5,0,245.7,1.9,1011.2,1022,41.8,.75,1980
108,2024-12-13 10:02,1.6,0,253.4,1.3,1011.2,1022,41.6,.76,1980
108,2024-12-13 10:03,1.6,0,329.4,1.2,1011.2,1022,41.6,.77,1980
108,2024-12-13 10:04,1.6,0,323.2,1.4,1011.2,1022,41.7,.78,1980
108,2024-12-13 10:05,1.6,0,282.5,1.5,1011.2,1022,41.7,.78,1980
108,2024-12-13 10:06,1.7,0,257.9,2.6,1011.2,1022,41.5,.78,1980
108,2024-12-13 10:07,1.7,0,249.5,2.4,1011.2,1022,41.5,.8,1980
108,2024-12-13 10:08,1.7,0,247.7,2.2,1011.1,1021.9,41.5,.81,1980
108,2024-12-13 10:09,1.7,0,257.9,2,1011.1,1021.9,41.6,.82,1980
108,2024-12-13 10:10,1.7,0,250.6,1.4,1011.1,1021.9,41.5,.84,2040
108,2024-12-13 10:11,1.7,0,251.8,1.5,1011.1,1021.9,41.6,.85,2160
108,2024-12-13 10:12,1.8,0,282.3,2.2,1011.1,1021.9,41.4,.87,2160
108,2024-12-13 10:13,1.8,0,294.5,1.6,1011.1,1021.9,42,.89,2220
108,2024-12-13 10:14,1.8,0,307.8,1.7,1011.1,1021.9,42.2,.9,2340
108,2024-12-13 10:15,1.9,0,275.9,1,1011.1,1021.9,42.1,.92,2340
108,2024-12-13 10:16,1.9,0,264.4,1.2,1011.1,1021.9,42.3,.94,2400
108,2024-12-13 10:17,1.9,0,283.1,.8,1011.1,1021.9,41.8,.96,2520
108,2024-12-13 10:18,1.9,0,286.9,1.9,1011.1,1021.9,41.5,.98,2520
108,2024-12-13 10:19,2,0,299,1.9,1011.1,1021.9,41.4,1,2580
108,2024-12-13 10:20,2,0,286.5,2,1011,1021.8,40.8,1.02,2700
108,2024-12-13 10:21,2,0,288.5,2.3,1011,1021.8,40.1,1.04,2700
108,2024-12-13 10:22,2.1,0,298,2.3,1011,1021.8,40.3,1.06,2760
108,2024-12-13 10:23,2.1,0,298.3,1.9,1011,1021.8,40.1,1.08,2880
108,2024-12-13 10:24,2.1,0,275.1,2,1011,1021.8,40,1.1,2880
108,2024-12-13 10:25,2.2,0,250.7,1.7,1011,1021.7,40.5,1.12,2940
108,2024-12-13 10:26,2.2,0,247.3,1.4,1010.9,1021.6,40.5,1.14,3060
108,2024-12-13 10:27,2.2,0,246.7,2.3,1010.9,1021.6,40.2,1.16,3060
108,2024-12-13 10:28,2.2,0,261.2,2.5,1010.9,1021.6,40,1.18,3120
108,2024-12-13 10:29,2.2,0,270,1.7,1010.9,1021.6,39.8,1.2,3240
108,2024-12-13 10:30,2.2,0,280,1.2,1010.9,1021.6,39.5,1.22,3240
108,2024-12-13 10:31,2.2,0,281.3,1.5,1010.8,1021.5,39.9,1.24,3300
108,2024-12-13 10:32,2.3,0,249.9,1.6,1010.8,1021.5,39.8,1.26,3420
108,2024-12-13 10:33,2.3,0,245.2,1.4,1010.8,1021.5,40.2,1.28,3420
108,2024-12-13 10:34,2.4,0,260.8,1,1010.8,1021.5,40.5,1.3,3480
108,2024-12-13 10:35,2.4,0,282.5,2.3,1010.8,1021.5,39.7,1.32,3600
108,2024-12-13 10:36,2.4,0,278.3,2.3,1010.8,1021.5,39.5,1.34,3600
108,2024-12-13 10:37,2.4,0,257,1.3,1010.8,1021.5,39.6,1.36,3660
108,2024-12-13 10:38,2.5,0,249.3,.8,1010.8,1021.5,39.4,1.38,3780
108,2024-12-13 10:39,2.6,0,236.2,.8,1010.8,1021.5,39.5,1.4,3780
108,2024-12-13 10:40,2.7,0,258.1,.8,1010.8,1021.5,39.7,1.42,3840
108,2024-12-13 10:41,2.6,0,282.4,2,1010.8,1021.5,39.5,1.44,3960
108,2024-12-13 10:42,2.6,0,306.5,1.7,1010.8,1021.5,39,1.46,3960
108,2024-12-13 10:43,2.7,0,311.1,1.6,1010.9,1021.6,39.1,1.47,4020
108,2024-12-13 10:44,2.7,0,283.7,1.3,1010.9,1021.6,40,1.49,4080
108,2024-12-13 10:45,2.7,0,248.1,1.9,1010.9,1021.6,39.4,1.51,4080
108,2024-12-13 10:46,2.8,0,254.8,1.3,1010.9,1021.6,38.8,1.52,4080
108,2024-12-13 10:47,2.8,0,262.7,2.4,1010.9,1021.6,39,1.53,4080
108,2024-12-13 10:48,2.7,0,283.9,2.5,1010.9,1021.6,37.6,1.55,4080
108,2024-12-13 10:49,2.7,0,287.1,1.7,1011,1021.7,36.7,1.56,4080
108,2024-12-13 10:50,2.7,0,255.3,2.1,1011,1021.7,37.2,1.58,4080
108,2024-12-13 10:51,2.7,0,232.7,2.2,1011,1021.7,37.4,1.59,4080
108,2024-12-13 10:52,2.7,0,293.7,1.5,1011,1021.7,37.7,1.61,4080
108,2024-12-13 10:53,2.7,0,292.7,2.3,1011,1021.7,38,1.63,4080
108,2024-12-13 10:54,2.6,0,299.6,2.6,1011,1021.7,37.6,1.64,4140
108,2024-12-13 10:55,2.6,0,300.8,2.7,1011,1021.7,37.7,1.66,4200
108,2024-12-13 10:56,2.6,0,303.6,2.3,1011,1021.7,37.3,1.68,4260
108,2024-12-13 10:57,2.6,0,304.2,2.6,1011,1021.7,37.1,1.7,4320
108,2024-12-13 10:58,2.6,0,311.1,2,1010.9,1021.6,37.6,1.73,4380
108,2024-12-13 10:59,2.7,0,299.4,1.9,1010.9,1021.6,38,1.75,4440
108,2024-12-13 11:00,2.8,0,267.7,2.3,1010.9,1021.6,39.2,1.77,4500
108,2024-12-13 11:01,2.8,0,257,2.1,1010.9,1021.6,39,1.8,4560
108,2024-12-13 11:02,2.9,0,266.5,2.9,1010.9,1021.6,38.7,1.82,4620
108,2024-12-13 11:03,2.9,0,262,2.3,1010.9,1021.6,39.1,1.84,4680
108,2024-12-13 11:04,2.9,0,317.6,1.6,1010.9,1021.6,38.8,1.86,4740
108,2024-12-13 11:05,3,0,299,.8,1010.9,1021.6,38.9,1.88,4800
108,2024-12-13 11:06,3,0,251.3,1.5,1010.9,1021.6,39.8,1.9,4800
108,2024-12-13 11:07,3,0,263.7,2.4,1010.9,1021.6,39.5,1.91,4800
108,2024-12-13 11:08,3,0,306.1,2.1,1010.8,1021.5,38.1,1.93,4800
108,2024-12-13 11:09,3,0,303.9,2.4,1010.8,1021.5,38.3,1.95,4800
108,2024-12-13 11:10,3,0,318.6,2.2,1010.8,1021.5,38.6,1.96,4800
108,2024-12-13 11:11,3,0,280.4,1.3,1010.8,1021.5,39,1.98,4800
108,2024-12-13 11:12,3.1,0,271.2,1.6,1010.8,1021.5,39.3,1.99,4800
108,2024-12-13 11:13,3.2,0,252.9,3.6,1010.8,1021.5,39.6,2.01,4800
108,2024-12-13 11:14,3.2,0,263.5,3.5,1010.8,1021.5,39.1,2.03,4800
108,2024-12-13 11:15,3.1,0,255.4,3.3,1010.8,1021.5,38.3,2.04,4800
108,2024-12-13 11:16,3.1,0,251.8,2.9,1010.7,1021.4,37.6,2.06,4800
108,2024-12-13 11:17,3.1,0,249,3.3,1010.7,1021.4,37.8,2.08,4800
108,2024-12-13 11:18,3.1,0,240.9,2.9,1010.7,1021.4,37.5,2.1,4800
108,2024-12-13 11:19,3.1,0,244.3,2.6,1010.7,1021.4,37.4,2.11,4800
108,2024-12-13 11:20,3.1,0,244.2,2.8,1010.6,1021.3,38.1,2.13,4800
108,2024-12-13 11:21,3.1,0,261.7,2.8,1010.6,1021.3,37.6,2.15,4800
108,2024-12-13 11:22,3.1,0,259.1,3,1010.6,1021.3,37.7,2.16,4800
108,2024-12-13 11:23,3.1,0,283.4,2.4,1010.6,1021.3,38.1,2.18,4860
108,2024-12-13 11:24,3.1,0,294.3,2.4,1010.5,1021.2,38.4,2.2,4920
108,2024-12-13 11:25,3.1,0,242.8,2.4,1010.5,1021.2,37.7,2.22,4980
108,2024-12-13 11:26,3.1,0,240.6,2.3,1010.5,1021.2,37.7,2.24,5040
108,2024-12-13 11:27,3.1,0,239,1.7,1010.5,1021.2,37.5,2.27,5100
108,2024-12-13 11:28,3.2,0,263,2,1010.5,1021.2,37.7,2.29,5160
108,2024-12-13 11:29,3.2,0,257.1,1.9,1010.5,1021.2,38,2.31,5220
108,2024-12-13 11:30,3.2,0,270,2.3,1010.5,1021.2,37.7,2.33,5280
108,2024-12-13 11:31,3.2,0,283.7,2.5,1010.5,1021.2,37.3,2.36,5340
108,2024-12-13 11:32,3.2,0,300.1,2.2,1010.5,1021.2,37,2.38,5400
108,2024-12-13 11:33,3.2,0,287.9,1.9,1010.5,1021.2,36.5,2.4,5460
108,2024-12-13 11:34,3.1,0,292.1,1.6,1010.5,1021.2,36.5,2.42,5520
108,2024-12-13 11:35,3.1,0,311.3,2.6,1010.4,1021.1,36.2,2.44,5580
108,2024-12-13 11:36,3.1,0,306.3,.7,1010.4,1021.1,36.5,2.47,5640
108,2024-12-13 11:37,3.2,0,88.1,.6,1010.4,1021.1,36.6,2.49,5700
108,2024-12-13 11:38,3.2,0,290.2,1.7,1010.4,1021.1,37,2.51,5760
108,2024-12-13 11:39,3.2,0,293.8,2.2,1010.4,1021.1,36.8,2.53,5820
108,2024-12-13 11:40,3.2,0,295.6,1.2,1010.4,1021.1,36.5,2.55,5880
108,2024-12-13 11:41,3.2,0,290.1,1.2,1010.4,1021.1,37.3,2.57,5940
108,2024-12-13 11:42,3.2,0,300.1,1.7,1010.4,1021.1,37,2.59,5940
108,2024-12-13 11:43,3.3,0,285.7,.8,1010.4,1021.1,36.9,2.61,5940
108,2024-12-13 11:44,3.3,0,249.4,2.2,1010.4,1021.1,37.4,2.62,5940
108,2024-12-13 11:45,3.3,0,295.3,2,1010.4,1021.1,37.9,2.64,5940
108,2024-12-13 11:46,3.4,0,289.4,1.5,1010.4,1021.1,37.8,2.66,5940
108,2024-12-13 11:47,3.4,0,262.7,2.4,1010.3,1021,37.9,2.68,5940
108,2024-12-13 11:48,3.5,0,290.3,2.2,1010.3,1021,37.8,2.7,5940
108,2024-12-13 11:49,3.4,0,305,1.1,1010.3,1021,36.9,2.72,5940
108,2024-12-13 11:50,3.4,0,314.3,1.9,1010.3,1021,37,2.74,5940
108,2024-12-13 11:51,3.4,0,305.1,1.3,1010.2,1020.9,36.9,2.76,5940
108,2024-12-13 11:52,3.4,0,293.7,1,1010.2,1020.9,37.3,2.78,5940
108,2024-12-13 11:53,3.4,0,298.8,1.1,1010.2,1020.9,37.3,2.8,5940
108,2024-12-13 11:54,3.4,0,313.5,1.6,1010.2,1020.9,37.3,2.82,5940
108,2024-12-13 11:55,3.4,0,325.7,1.8,1010.2,1020.9,36.3,2.84,5940
108,2024-12-13 11:56,3.4,0,309.7,1.4,1010.2,1020.9,36.1,2.86,5940
108,2024-12-13 11:57,3.4,0,304.7,1.9,1010.1,1020.8,35.8,2.88,5940
108,2024-12-13 11:58,3.4,0,309.6,1.9,1010.1,1020.8,36.2,2.89,5940
108,2024-12-13 11:59,3.5,0,317.6,2.1,1010.1,1020.8,36.5,2.91,5940
108,2024-12-13 12:00,3.5,0,334.5,3.5,1010.1,1020.8,36.2,2.93,5940
108,2024-12-13 12:01,3.5,0,308.5,3.1,1010,1020.7,36.5,2.95,5940
108,2024-12-13 12:02,3.6,0,337.6,1.6,1010,1020.7,36.8,2.97,5940
108,2024-12-13 12:03,3.6,0,254.3,1,1010,1020.7,37.3,2.99,5940
108,2024-12-13 12:04,3.6,0,316.6,2.8,1010,1020.7,36.6,3,5940
108,2024-12-13 12:05,3.5,0,316.4,3.4,1010,1020.7,35.9,3.02,5940
108,2024-12-13 12:06,3.5,0,300.5,2.7,1009.9,1020.6,36.3,3.04,5940
108,2024-12-13 12:07,3.5,0,301.1,2.7,1009.9,1020.6,36,3.06,5940
108,2024-12-13 12:08,3.5,0,315.7,4.1,1009.9,1020.6,36.2,3.08,5940
108,2024-12-13 12:09,3.4,0,303.9,3.5,1009.9,1020.6,36,3.1,5940
108,2024-12-13 12:10,3.4,0,289.3,3,1009.9,1020.6,35.7,3.12,5940
108,2024-12-13 12:11,3.4,0,264,2.3,1009.8,1020.5,36.5,3.14,5940
108,2024-12-13 12:12,3.4,0,292.4,2.4,1009.8,1020.5,36.4,3.16,5940
108,2024-12-13 12:13,3.4,0,306.5,2.9,1009.8,1020.5,36.3,3.18,5940
108,2024-12-13 12:14,3.4,0,318.5,2.8,1009.8,1020.5,36.4,3.2,5940
108,2024-12-13 12:15,3.5,0,300.2,2.4,1009.8,1020.5,37.1,3.22,5940
108,2024-12-13 12:16,3.4,0,312.3,3.1,1009.8,1020.5,36.9,3.24,5940
108,2024-12-13 12:17,3.4,0,314.5,3.2,1009.7,1020.4,37.1,3.26,5940
108,2024-12-13 12:18,3.4,0,303.9,2.6,1009.7,1020.4,37.3,3.28,5940
108,2024-12-13 12:19,3.4,0,312.7,2.8,1009.7,1020.4,37.2,3.3,5940
108,2024-12-13 12:20,3.4,0,310.2,2.6,1009.7,1020.4,37.8,3.32,5940
108,2024-12-13 12:21,3.4,0,320.1,1.9,1009.6,1020.3,37.7,3.34,6000
108,2024-12-13 12:22,3.5,0,149.4,2.1,1009.6,1020.3,37.6,3.36,6060
108,2024-12-13 12:23,3.5,0,84,1.6,1009.6,1020.3,38.1,3.38,6060
108,2024-12-13 12:24,3.6,0,321.2,3.1,1009.6,1020.3,38.2,3.39,6120
108,2024-12-13 12:25,3.5,0,307.6,3.3,1009.6,1020.3,37.3,3.41,6120
108,2024-12-13 12:26,3.6,0,298.2,2.2,1009.6,1020.3,37.2,3.43,6120
108,2024-12-13 12:27,3.6,0,291.7,2.6,1009.7,1020.4,37.2,3.45,6120
108,2024-12-13 12:28,3.6,0,309.2,3,1009.7,1020.4,37,3.47,6120
108,2024-12-13 12:29,3.6,0,269.5,1.9,1009.7,1020.4,37.8,3.48,6120
108,2024-12-13 12:30,3.6,0,280.6,1.7,1009.7,1020.4,37.5,3.5,6120
108,2024-12-13 12:31,3.6,0,291.6,2.6,1009.7,1020.4,37.3,3.52,6120
108,2024-12-13 12:32,3.5,0,300.7,3.1,1009.7,1020.4,37.1,3.54,6120
108,2024-12-13 12:33,3.5,0,297.3,2.8,1009.7,1020.4,37.3,3.57,6180
108,2024-12-13 12:34,3.5,0,284,3.4,1009.6,1020.3,36.8,3.59,6240
108,2024-12-13 12:35,3.5,0,290,3,1009.6,1020.3,36.8,3.61,6300
108,2024-12-13 12:36,3.5,0,282.6,3.4,1009.6,1020.3,37.2,3.63,6360
108,2024-12-13 12:37,3.5,0,286.3,4,1009.6,1020.3,37.8,3.66,6420
108,2024-12-13 12:38,3.6,0,273.7,2.6,1009.6,1020.3,37.5,3.69,6480
108,2024-12-13 12:39,3.5,0,290,3.4,1009.6,1020.3,37.4,3.71,6540
108,2024-12-13 12:40,3.6,0,285.2,3.2,1009.6,1020.3,37.2,3.74,6600
108,2024-12-13 12:41,3.6,0,261.8,2.6,1009.5,1020.2,37.8,3.77,6660
108,2024-12-13 12:42,3.7,0,252.3,2.4,1009.5,1020.2,37.7,3.79,6720
108,2024-12-13 12:43,3.8,0,240.8,2.4,1009.5,1020.2,38,3.82,6780
108,2024-12-13 12:44,3.8,0,276.9,2.4,1009.5,1020.2,38.2,3.85,6840
108,2024-12-13 12:45,3.7,0,297,3.6,1009.5,1020.2,37.3,3.87,6900
108,2024-12-13 12:46,3.7,0,264.7,2.4,1009.5,1020.2,37.2,3.89,6960
108,2024-12-13 12:47,3.7,0,273.7,2.6,1009.4,1020.1,37.7,3.92,7020
108,2024-12-13 12:48,3.8,0,253.6,2.2,1009.4,1020.1,37.9,3.94,7080
108,2024-12-13 12:49,3.8,0,287.5,2.8,1009.4,1020.1,38.4,3.97,7140
108,2024-12-13 12:50,3.8,0,264.1,2.2,1009.3,1020,37.7,3.99,7200
108,2024-12-13 12:51,3.9,0,278.4,1.6,1009.3,1020,38,4.01,7260
108,2024-12-13 12:52,4,0,262.5,2.7,1009.3,1019.9,37.7,4.04,7320
108,2024-12-13 12:53,4,0,272.3,2,1009.3,1019.9,37.9,4.06,7380
108,2024-12-13 12:54,3.9,0,288.1,3.4,1009.3,1020,37.2,4.08,7440
108,2024-12-13 12:55,3.9,0,292.6,2.9,1009.3,1020,37.5,4.1,7500
108,2024-12-13 12:56,3.9,0,285,2.9,1009.3,1020,37.4,4.13,7560
108,2024-12-13 12:57,3.9,0,282.9,2.4,1009.3,1020,37.1,4.15,7620
108,2024-12-13 12:58,3.9,0,273.8,1.3,1009.3,1020,37.6,4.17,7680
108,2024-12-13 12:59,4,0,280.9,2,1009.3,1019.9,37.8,4.19,7740
108,2024-12-13 13:00,4,0,272,1.3,1009.3,1019.9,38.1,4.22,7800
108,2024-12-13 13:01,3.9,0,272.7,2.1,1009.3,1020,37.6,4.24,7860
108,2024-12-13 13:02,3.9,0,279.4,2.9,1009.3,1020,37.6,4.26,7920
108,2024-12-13 13:03,3.9,0,289.8,2.9,1009.3,1020,37.9,4.28,7980
108,2024-12-13 13:04,3.9,0,295.6,2.6,1009.3,1020,37.1,4.3,7980
108,2024-12-13 13:05,3.9,0,305.5,2.5,1009.3,1020,37.5,4.31,8040
108,2024-12-13 13:06,4,0,248.5,1.8,1009.3,1019.9,37.6,4.33,8040
108,2024-12-13 13:07,4,0,282.9,1.6,1009.3,1019.9,37.4,4.35,8040
108,2024-12-13 13:08,3.9,0,301.9,2.3,1009.2,1019.9,36.5,4.36,8040
108,2024-12-13 13:09,4,0,313.4,2,1009.2,1019.8,37.1,4.38,8040
108,2024-12-13 13:10,4,0,302.1,2.2,1009.2,1019.8,37.6,4.39,8040
108,2024-12-13 13:11,4,0,303.9,2.4,1009.2,1019.8,36.5,4.41,8040
108,2024-12-13 13:12,4,0,297.4,2.9,1009.2,1019.8,35.9,4.43,8040
108,2024-12-13 13:13,3.9,0,294.5,2.7,1009.2,1019.9,35.7,4.44,8040
108,2024-12-13 13:14,3.9,0,282.3,2.5,1009.2,1019.9,35.6,4.46,8040
108,2024-12-13 13:15,3.9,0,288.3,1.7,1009.2,1019.9,36,4.48,8040
108,2024-12-13 13:16,4,0,306.2,1.8,1009.2,1019.8,36,4.49,8040
108,2024-12-13 13:17,4,0,298.5,1.5,1009.2,1019.8,36.3,4.51,8100
108,2024-12-13 13:18,4,0,303,2.5,1009.1,1019.7,35.5,4.53,8160
108,2024-12-13 13:19,4,0,310.2,3.2,1009.1,1019.7,35.1,4.55,8220
108,2024-12-13 13:20,4,0,296,2.2,1009.1,1019.7,35,4.56,8280
108,2024-12-13 13:21,4,0,279.8,1.6,1009.1,1019.7,35,4.58,8340
108,2024-12-13 13:22,4,0,252.5,1.9,1009.1,1019.7,35.3,4.6,8400
108,2024-12-13 13:23,4.1,0,294.9,2.2,1009,1019.6,35.1,4.62,8460
108,2024-12-13 13:24,4.2,0,294.5,2.9,1009,1019.6,34.6,4.64,8520
108,2024-12-13 13:25,4.2,0,269.6,2.8,1009.1,1019.7,33.8,4.66,8580
108,2024-12-13 13:26,4.2,0,275.2,3.4,1009.1,1019.7,32.2,4.68,8640
108,2024-12-13 13:27,4.1,0,285.5,2.9,1009.1,1019.7,31.4,4.7,8700
108,2024-12-13 13:28,4.2,0,284.8,2.4,1009,1019.6,32.1,4.72,8760
108,2024-12-13 13:29,4.2,0,251.4,2.3,1009,1019.6,32.3,4.74,8820
108,2024-12-13 13:30,4.2,0,264.6,2.8,1009,1019.6,31.8,4.76,8880
108,2024-12-13 13:31,4.2,0,271.3,2.3,1009,1019.6,32,4.78,8940
108,2024-12-13 13:32,4.2,0,287.2,2.2,1009,1019.6,31.1,4.79,9000
108,2024-12-13 13:33,4.2,0,289.6,3,1009,1019.6,31.2,4.81,9060
108,2024-12-13 13:34,4.2,0,292.8,3.6,1009,1019.6,31.4,4.83,9120
108,2024-12-13 13:35,4.2,0,280.8,2.8,1009,1019.6,30.7,4.85,9180
108,2024-12-13 13:36,4.2,0,309.5,3.8,1009,1019.6,30.5,4.87,9240
108,2024-12-13 13:37,4.2,0,282.6,2.4,1009,1019.6,31.4,4.89,9300
108,2024-12-13 13:38,4.3,0,268.7,2.7,1009,1019.6,31.5,4.91,9360
108,2024-12-13 13:39,4.3,0,270.7,1.9,1009,1019.6,31.3,4.92,9420
108,2024-12-13 13:40,4.3,0,253.7,1.9,1009,1019.6,31.3,4.94,9480
108,2024-12-13 13:41,4.3,0,262.7,1.3,1009,1019.6,31.4,4.97,9540
108,2024-12-13 13:42,4.4,0,286.8,2.8,1009,1019.6,31.5,4.99,9600
108,2024-12-13 13:43,4.3,0,282.6,2.8,1009.1,1019.7,30.5,5.01,9660
108,2024-12-13 13:44,4.3,0,268.7,2.8,1009,1019.6,30.4,5.03,9720
108,2024-12-13 13:45,4.3,0,290.3,3.2,1009,1019.6,30.6,5.05,9780
108,2024-12-13 13:46,4.3,0,286.4,3.6,1009.1,1019.7,29.9,5.08,9840
108,2024-12-13 13:47,4.2,0,283.5,4,1009.1,1019.7,29.9,5.1,9900
108,2024-12-13 13:48,4.2,0,277.1,2.9,1009,1019.6,30,5.12,9960
108,2024-12-13 13:49,4.3,0,244.3,2.7,1009.1,1019.7,30.7,5.14,10020
108,2024-12-13 13:50,4.3,0,267.2,2.6,1009.1,1019.7,31.1,5.17,10080
108,2024-12-13 13:51,4.3,0,296.9,2.7,1009.1,1019.7,30.8,5.19,10140
108,2024-12-13 13:52,4.2,0,298.3,4.1,1009.1,1019.7,29.6,5.21,10200
108,2024-12-13 13:53,4.3,0,284.8,3.8,1009.1,1019.7,30.2,5.24,10260
108,2024-12-13 13:54,4.3,0,267.2,2.6,1009.1,1019.7,30.4,5.26,10320
108,2024-12-13 13:55,4.3,0,269.1,2.8,1009.2,1019.8,30.7,5.28,10380
108,2024-12-13 13:56,4.3,0,261.5,3,1009.1,1019.7,30.1,5.3,10440
108,2024-12-13 13:57,4.4,0,273.1,2.4,1009.2,1019.8,30.2,5.32,10500
108,2024-12-13 13:58,4.3,0,298,2.9,1009.1,1019.7,30.2,5.34,10560
108,2024-12-13 13:59,4.3,0,295,3.4,1009.2,1019.8,30.3,5.36,10620
108,2024-12-13 14:00,4.3,0,308.8,2.7,1009.2,1019.8,30.2,5.38,10680
108,2024-12-13 14:01,4.3,0,306.4,3.3,1009.2,1019.8,30.1,5.4,10740
108,2024-12-13 14:02,4.2,0,285.5,3,1009.2,1019.8,30,5.42,10800
108,2024-12-13 14:03,4.2,0,311.2,3.4,1009.2,1019.8,30.5,5.44,10860
108,2024-12-13 14:04,4.2,0,294.3,3.6,1009.2,1019.8,30.3,5.45,10860
108,2024-12-13 14:05,4.2,0,285.9,3,1009.1,1019.7,30.5,5.47,10860
108,2024-12-13 14:06,4.2,0,289.7,2.8,1009.1,1019.7,30.7,5.49,10920
108,2024-12-13 14:07,4.1,0,289.4,3.5,1009.1,1019.7,30.4,5.51,10980
108,2024-12-13 14:08,4.2,0,295,3.4,1009.1,1019.7,30.9,5.53,11040
108,2024-12-13 14:09,4.2,0,284.5,2.7,1009.1,1019.7,31.5,5.55,11100
108,2024-12-13 14:10,4.2,0,284.4,3.7,1009.1,1019.7,31.1,5.57,11160
108,2024-12-13 14:11,4.2,0,307.2,3.7,1009.1,1019.7,30.9,5.59,11220
108,2024-12-13 14:12,4.2,0,306.8,2.8,1009.1,1019.7,30.7,5.61,11280
108,2024-12-13 14:13,4.2,0,315,3.7,1009.1,1019.7,30.8,5.63,11340
108,2024-12-13 14:14,4.2,0,309.5,3.8,1009.1,1019.7,30.3,5.65,11400
108,2024-12-13 14:15,4.2,0,318.9,3.5,1009.1,1019.7,30.9,5.67,11460
108,2024-12-13 14:16,4.2,0,324.2,3.9,1009.1,1019.7,30.5,5.69,11520
108,2024-12-13 14:17,4.2,0,308.5,3.4,1009.1,1019.7,30.7,5.71,11580
108,2024-12-13 14:18,4.2,0,301.6,2.7,1009.1,1019.7,30.9,5.73,11640
108,2024-12-13 14:19,4.2,0,302.5,2.8,1009.1,1019.7,31.4,5.75,11700
108,2024-12-13 14:20,4.3,0,256.8,2.4,1009.1,1019.7,32,5.77,11760
108,2024-12-13 14:21,4.3,0,288,3.1,1009.1,1019.7,32.2,5.78,11820
108,2024-12-13 14:22,4.3,0,258.6,4,1009.1,1019.7,32.1,5.8,11880
108,2024-12-13 14:23,4.3,0,253.4,3.1,1009.1,1019.7,31.8,5.82,11940
108,2024-12-13 14:24,4.3,0,223.7,2.7,1009.1,1019.7,31.7,5.83,12000
108,2024-12-13 14:25,4.4,0,190.8,2.5,1009.1,1019.7,32.7,5.85,12060
108,2024-12-13 14:26,4.4,0,198.8,2.1,1009.1,1019.7,32.7,5.87,12120
108,2024-12-13 14:27,4.4,0,238.3,2,1009.1,1019.7,32.4,5.88,12180
108,2024-12-13 14:28,4.3,0,280.6,1.3,1009.1,1019.7,32,5.9,12240
108,2024-12-13 14:29,4.4,0,70,1.8,1009.1,1019.7,32.7,5.92,12300
108,2024-12-13 14:30,4.3,0,296.5,2.4,1009.1,1019.7,32,5.94,12360
108,2024-12-13 14:31,4.3,0,290.3,3.3,1009.1,1019.7,32.2,5.95,12420
108,2024-12-13 14:32,4.4,0,254.6,2.8,1009.1,1019.7,32.7,5.97,12480
108,2024-12-13 14:33,4.4,0,242.6,3.2,1009.1,1019.7,32.6,5.99,12540
108,2024-12-13 14:34,4.4,0,249.1,2.4,1009.1,1019.7,32.5,6.01,12600
108,2024-12-13 14:35,4.4,0,271.8,2.7,1009.2,1019.8,32.1,6.03,12660
